set_id,sample_id,student_type,unsteered_raw,unsteered_norm,openai_raw,openai_norm
1,0,apathetic_neg,3,1.0,3,1.0
1,0,apathetic_pos,2,0.6667,3,1.0
1,0,evil_neg,3,1.0,3,1.0
1,0,evil_pos,3,1.0,3,1.0
1,0,hallucinating_neg,3,1.0,2,0.6667
1,0,hallucinating_pos,3,1.0,2,0.6667
1,0,humorous_neg,3,1.0,3,1.0
1,0,humorous_pos,2,0.6667,2,0.6667
1,0,impolite_neg,3,1.0,3,1.0
1,0,impolite_pos,3,1.0,3,1.0
1,0,optimistic_neg,3,1.0,3,1.0
1,0,optimistic_pos,3,1.0,3,1.0
1,0,sycophantic_neg,3,1.0,3,1.0
1,0,sycophantic_pos,3,1.0,3,1.0
1,0,unsteered,3,1.0,2,0.6667
1,1,apathetic_neg,3,1.0,2,0.6667
1,1,apathetic_pos,2,0.6667,2,0.6667
1,1,evil_neg,3,1.0,2,0.6667
1,1,evil_pos,3,1.0,3,1.0
1,1,hallucinating_neg,3,1.0,2,0.6667
1,1,hallucinating_pos,3,1.0,2,0.6667
1,1,humorous_neg,3,1.0,2,0.6667
1,1,humorous_pos,2,0.6667,2,0.6667
1,1,impolite_neg,3,1.0,3,1.0
1,1,impolite_pos,3,1.0,3,1.0
1,1,optimistic_neg,3,1.0,3,1.0
1,1,optimistic_pos,3,1.0,3,1.0
1,1,sycophantic_neg,3,1.0,3,1.0
1,1,sycophantic_pos,3,1.0,3,1.0
1,1,unsteered,3,1.0,2,0.6667
1,2,apathetic_neg,3,1.0,2,0.6667
1,2,apathetic_pos,1,0.3333,2,0.6667
1,2,evil_neg,3,1.0,3,1.0
1,2,evil_pos,3,1.0,2,0.6667
1,2,hallucinating_neg,3,1.0,2,0.6667
1,2,hallucinating_pos,3,1.0,3,1.0
1,2,humorous_neg,3,1.0,2,0.6667
1,2,humorous_pos,1,0.3333,1,0.3333
1,2,impolite_neg,3,1.0,3,1.0
1,2,impolite_pos,2,0.6667,2,0.6667
1,2,optimistic_neg,3,1.0,2,0.6667
1,2,optimistic_pos,3,1.0,3,1.0
1,2,sycophantic_neg,3,1.0,3,1.0
1,2,sycophantic_pos,3,1.0,2,0.6667
1,2,unsteered,3,1.0,3,1.0
1,3,apathetic_neg,3,1.0,3,1.0
1,3,apathetic_pos,2,0.6667,2,0.6667
1,3,evil_neg,3,1.0,3,1.0
1,3,evil_pos,3,1.0,2,0.6667
1,3,hallucinating_neg,3,1.0,3,1.0
1,3,hallucinating_pos,3,1.0,2,0.6667
1,3,humorous_neg,3,1.0,2,0.6667
1,3,humorous_pos,2,0.6667,1,0.3333
1,3,impolite_neg,3,1.0,3,1.0
1,3,impolite_pos,2,0.6667,1,0.3333
1,3,optimistic_neg,3,1.0,3,1.0
1,3,optimistic_pos,3,1.0,3,1.0
1,3,sycophantic_neg,3,1.0,3,1.0
1,3,sycophantic_pos,3,1.0,3,1.0
1,3,unsteered,3,1.0,3,1.0
1,4,apathetic_neg,3,1.0,3,1.0
1,4,apathetic_pos,1,0.3333,2,0.6667
1,4,evil_neg,3,1.0,3,1.0
1,4,evil_pos,3,1.0,2,0.6667
1,4,hallucinating_neg,3,1.0,3,1.0
1,4,hallucinating_pos,3,1.0,2,0.6667
1,4,humorous_neg,3,1.0,3,1.0
1,4,humorous_pos,1,0.3333,2,0.6667
1,4,impolite_neg,3,1.0,3,1.0
1,4,impolite_pos,3,1.0,3,1.0
1,4,optimistic_neg,3,1.0,3,1.0
1,4,optimistic_pos,3,1.0,3,1.0
1,4,sycophantic_neg,3,1.0,2,0.6667
1,4,sycophantic_pos,3,1.0,2,0.6667
1,4,unsteered,3,1.0,2,0.6667
1,5,apathetic_neg,3,1.0,3,1.0
1,5,apathetic_pos,2,0.6667,2,0.6667
1,5,evil_neg,3,1.0,3,1.0
1,5,evil_pos,3,1.0,2,0.6667
1,5,hallucinating_neg,3,1.0,3,1.0
1,5,hallucinating_pos,3,1.0,3,1.0
1,5,humorous_neg,3,1.0,2,0.6667
1,5,humorous_pos,2,0.6667,2,0.6667
1,5,impolite_neg,3,1.0,2,0.6667
1,5,impolite_pos,2,0.6667,3,1.0
1,5,optimistic_neg,3,1.0,2,0.6667
1,5,optimistic_pos,3,1.0,3,1.0
1,5,sycophantic_neg,3,1.0,3,1.0
1,5,sycophantic_pos,3,1.0,3,1.0
1,5,unsteered,3,1.0,2,0.6667
1,6,apathetic_neg,3,1.0,3,1.0
1,6,apathetic_pos,3,1.0,2,0.6667
1,6,evil_neg,3,1.0,2,0.6667
1,6,evil_pos,3,1.0,2,0.6667
1,6,hallucinating_neg,3,1.0,3,1.0
1,6,hallucinating_pos,3,1.0,3,1.0
1,6,humorous_neg,3,1.0,2,0.6667
1,6,humorous_pos,1,0.3333,2,0.6667
1,6,impolite_neg,3,1.0,2,0.6667
1,6,impolite_pos,2,0.6667,3,1.0
1,6,optimistic_neg,3,1.0,3,1.0
1,6,optimistic_pos,3,1.0,3,1.0
1,6,sycophantic_neg,3,1.0,3,1.0
1,6,sycophantic_pos,3,1.0,3,1.0
1,6,unsteered,3,1.0,3,1.0
1,7,apathetic_neg,3,1.0,3,1.0
1,7,apathetic_pos,2,0.6667,3,1.0
1,7,evil_neg,3,1.0,3,1.0
1,7,evil_pos,3,1.0,3,1.0
1,7,hallucinating_neg,3,1.0,3,1.0
1,7,hallucinating_pos,3,1.0,3,1.0
1,7,humorous_neg,3,1.0,2,0.6667
1,7,humorous_pos,2,0.6667,2,0.6667
1,7,impolite_neg,3,1.0,3,1.0
1,7,impolite_pos,2,0.6667,3,1.0
1,7,optimistic_neg,3,1.0,3,1.0
1,7,optimistic_pos,3,1.0,3,1.0
1,7,sycophantic_neg,3,1.0,3,1.0
1,7,sycophantic_pos,3,1.0,3,1.0
1,7,unsteered,3,1.0,2,0.6667
1,8,apathetic_neg,3,1.0,3,1.0
1,8,apathetic_pos,2,0.6667,2,0.6667
1,8,evil_neg,3,1.0,3,1.0
1,8,evil_pos,3,1.0,3,1.0
1,8,hallucinating_neg,3,1.0,2,0.6667
1,8,hallucinating_pos,3,1.0,3,1.0
1,8,humorous_neg,3,1.0,2,0.6667
1,8,humorous_pos,1,0.3333,1,0.3333
1,8,impolite_neg,3,1.0,3,1.0
1,8,impolite_pos,3,1.0,3,1.0
1,8,optimistic_neg,3,1.0,1,0.3333
1,8,optimistic_pos,3,1.0,3,1.0
1,8,sycophantic_neg,3,1.0,3,1.0
1,8,sycophantic_pos,3,1.0,3,1.0
1,8,unsteered,3,1.0,2,0.6667
1,9,apathetic_neg,3,1.0,3,1.0
1,9,apathetic_pos,1,0.3333,2,0.6667
1,9,evil_neg,3,1.0,2,0.6667
1,9,evil_pos,3,1.0,2,0.6667
1,9,hallucinating_neg,3,1.0,3,1.0
1,9,hallucinating_pos,3,1.0,3,1.0
1,9,humorous_neg,3,1.0,2,0.6667
1,9,humorous_pos,1,0.3333,1,0.3333
1,9,impolite_neg,3,1.0,3,1.0
1,9,impolite_pos,2,0.6667,3,1.0
1,9,optimistic_neg,3,1.0,3,1.0
1,9,optimistic_pos,3,1.0,3,1.0
1,9,sycophantic_neg,3,1.0,3,1.0
1,9,sycophantic_pos,3,1.0,2,0.6667
1,9,unsteered,3,1.0,2,0.6667
2,0,apathetic_neg,2,1.0,1,0.5
2,0,apathetic_pos,1,0.5,1,0.5
2,0,evil_neg,2,1.0,1,0.5
2,0,evil_pos,1,0.5,1,0.5
2,0,hallucinating_neg,1,0.5,1,0.5
2,0,hallucinating_pos,2,1.0,2,1.0
2,0,humorous_neg,2,1.0,2,1.0
2,0,humorous_pos,1,0.5,0,0.0
2,0,impolite_neg,2,1.0,1,0.5
2,0,impolite_pos,1,0.5,1,0.5
2,0,optimistic_neg,2,1.0,2,1.0
2,0,optimistic_pos,2,1.0,1,0.5
2,0,sycophantic_neg,2,1.0,2,1.0
2,0,sycophantic_pos,2,1.0,2,1.0
2,0,unsteered,2,1.0,2,1.0
2,1,apathetic_neg,2,1.0,2,1.0
2,1,apathetic_pos,1,0.5,2,1.0
2,1,evil_neg,2,1.0,1,0.5
2,1,evil_pos,1,0.5,2,1.0
2,1,hallucinating_neg,1,0.5,1,0.5
2,1,hallucinating_pos,2,1.0,2,1.0
2,1,humorous_neg,2,1.0,2,1.0
2,1,humorous_pos,0,0.0,0,0.0
2,1,impolite_neg,2,1.0,1,0.5
2,1,impolite_pos,1,0.5,2,1.0
2,1,optimistic_neg,2,1.0,2,1.0
2,1,optimistic_pos,1,0.5,1,0.5
2,1,sycophantic_neg,2,1.0,2,1.0
2,1,sycophantic_pos,2,1.0,2,1.0
2,1,unsteered,2,1.0,2,1.0
2,2,apathetic_neg,2,1.0,1,0.5
2,2,apathetic_pos,1,0.5,1,0.5
2,2,evil_neg,2,1.0,1,0.5
2,2,evil_pos,1,0.5,1,0.5
2,2,hallucinating_neg,2,1.0,1,0.5
2,2,hallucinating_pos,2,1.0,2,1.0
2,2,humorous_neg,2,1.0,2,1.0
2,2,humorous_pos,1,0.5,0,0.0
2,2,impolite_neg,2,1.0,2,1.0
2,2,impolite_pos,1,0.5,2,1.0
2,2,optimistic_neg,1,0.5,2,1.0
2,2,optimistic_pos,1,0.5,1,0.5
2,2,sycophantic_neg,2,1.0,2,1.0
2,2,sycophantic_pos,2,1.0,2,1.0
2,2,unsteered,2,1.0,2,1.0
2,3,apathetic_neg,2,1.0,1,0.5
2,3,apathetic_pos,1,0.5,2,1.0
2,3,evil_neg,2,1.0,2,1.0
2,3,evil_pos,1,0.5,2,1.0
2,3,hallucinating_neg,2,1.0,1,0.5
2,3,hallucinating_pos,2,1.0,2,1.0
2,3,humorous_neg,2,1.0,2,1.0
2,3,humorous_pos,0,0.0,0,0.0
2,3,impolite_neg,2,1.0,2,1.0
2,3,impolite_pos,1,0.5,2,1.0
2,3,optimistic_neg,2,1.0,2,1.0
2,3,optimistic_pos,2,1.0,2,1.0
2,3,sycophantic_neg,2,1.0,2,1.0
2,3,sycophantic_pos,2,1.0,2,1.0
2,3,unsteered,2,1.0,2,1.0
2,4,apathetic_neg,2,1.0,1,0.5
2,4,apathetic_pos,1,0.5,2,1.0
2,4,evil_neg,2,1.0,1,0.5
2,4,evil_pos,1,0.5,1,0.5
2,4,hallucinating_neg,2,1.0,1,0.5
2,4,hallucinating_pos,2,1.0,2,1.0
2,4,humorous_neg,2,1.0,2,1.0
2,4,humorous_pos,0,0.0,0,0.0
2,4,impolite_neg,2,1.0,1,0.5
2,4,impolite_pos,1,0.5,1,0.5
2,4,optimistic_neg,2,1.0,2,1.0
2,4,optimistic_pos,2,1.0,1,0.5
2,4,sycophantic_neg,2,1.0,2,1.0
2,4,sycophantic_pos,2,1.0,2,1.0
2,4,unsteered,2,1.0,2,1.0
2,5,apathetic_neg,2,1.0,2,1.0
2,5,apathetic_pos,1,0.5,2,1.0
2,5,evil_neg,2,1.0,1,0.5
2,5,evil_pos,1,0.5,2,1.0
2,5,hallucinating_neg,2,1.0,1,0.5
2,5,hallucinating_pos,2,1.0,2,1.0
2,5,humorous_neg,2,1.0,2,1.0
2,5,humorous_pos,1,0.5,1,0.5
2,5,impolite_neg,2,1.0,2,1.0
2,5,impolite_pos,1,0.5,2,1.0
2,5,optimistic_neg,2,1.0,2,1.0
2,5,optimistic_pos,2,1.0,2,1.0
2,5,sycophantic_neg,2,1.0,2,1.0
2,5,sycophantic_pos,2,1.0,2,1.0
2,5,unsteered,2,1.0,2,1.0
2,6,apathetic_neg,2,1.0,1,0.5
2,6,apathetic_pos,1,0.5,2,1.0
2,6,evil_neg,2,1.0,2,1.0
2,6,evil_pos,1,0.5,1,0.5
2,6,hallucinating_neg,2,1.0,1,0.5
2,6,hallucinating_pos,2,1.0,2,1.0
2,6,humorous_neg,2,1.0,2,1.0
2,6,humorous_pos,1,0.5,1,0.5
2,6,impolite_neg,2,1.0,2,1.0
2,6,impolite_pos,1,0.5,1,0.5
2,6,optimistic_neg,2,1.0,2,1.0
2,6,optimistic_pos,2,1.0,2,1.0
2,6,sycophantic_neg,2,1.0,2,1.0
2,6,sycophantic_pos,2,1.0,1,0.5
2,6,unsteered,2,1.0,2,1.0
2,7,apathetic_neg,2,1.0,2,1.0
2,7,apathetic_pos,1,0.5,2,1.0
2,7,evil_neg,2,1.0,2,1.0
2,7,evil_pos,2,1.0,2,1.0
2,7,hallucinating_neg,1,0.5,1,0.5
2,7,hallucinating_pos,2,1.0,2,1.0
2,7,humorous_neg,2,1.0,2,1.0
2,7,humorous_pos,0,0.0,0,0.0
2,7,impolite_neg,2,1.0,1,0.5
2,7,impolite_pos,1,0.5,2,1.0
2,7,optimistic_neg,2,1.0,2,1.0
2,7,optimistic_pos,1,0.5,1,0.5
2,7,sycophantic_neg,2,1.0,2,1.0
2,7,sycophantic_pos,2,1.0,2,1.0
2,7,unsteered,2,1.0,2,1.0
2,8,apathetic_neg,1,0.5,1,0.5
2,8,apathetic_pos,1,0.5,2,1.0
2,8,evil_neg,2,1.0,1,0.5
2,8,evil_pos,1,0.5,2,1.0
2,8,hallucinating_neg,2,1.0,1,0.5
2,8,hallucinating_pos,2,1.0,2,1.0
2,8,humorous_neg,2,1.0,2,1.0
2,8,humorous_pos,1,0.5,0,0.0
2,8,impolite_neg,2,1.0,1,0.5
2,8,impolite_pos,1,0.5,1,0.5
2,8,optimistic_neg,2,1.0,2,1.0
2,8,optimistic_pos,2,1.0,2,1.0
2,8,sycophantic_neg,2,1.0,2,1.0
2,8,sycophantic_pos,2,1.0,2,1.0
2,8,unsteered,2,1.0,1,0.5
2,9,apathetic_neg,2,1.0,1,0.5
2,9,apathetic_pos,2,1.0,2,1.0
2,9,evil_neg,2,1.0,1,0.5
2,9,evil_pos,1,0.5,1,0.5
2,9,hallucinating_neg,2,1.0,2,1.0
2,9,hallucinating_pos,2,1.0,2,1.0
2,9,humorous_neg,2,1.0,2,1.0
2,9,humorous_pos,0,0.0,0,0.0
2,9,impolite_neg,2,1.0,1,0.5
2,9,impolite_pos,1,0.5,1,0.5
2,9,optimistic_neg,2,1.0,2,1.0
2,9,optimistic_pos,1,0.5,1,0.5
2,9,sycophantic_neg,2,1.0,2,1.0
2,9,sycophantic_pos,1,0.5,2,1.0
2,9,unsteered,2,1.0,2,1.0
3,0,apathetic_neg,2,1.0,1,0.5
3,0,apathetic_pos,2,1.0,2,1.0
3,0,evil_neg,2,1.0,1,0.5
3,0,evil_pos,2,1.0,1,0.5
3,0,hallucinating_neg,2,1.0,1,0.5
3,0,hallucinating_pos,1,0.5,1,0.5
3,0,humorous_neg,2,1.0,0,0.0
3,0,humorous_pos,1,0.5,1,0.5
3,0,impolite_neg,2,1.0,1,0.5
3,0,impolite_pos,1,0.5,1,0.5
3,0,optimistic_neg,2,1.0,1,0.5
3,0,optimistic_pos,2,1.0,1,0.5
3,0,sycophantic_neg,2,1.0,1,0.5
3,0,sycophantic_pos,1,0.5,1,0.5
3,0,unsteered,2,1.0,2,1.0
3,1,apathetic_neg,2,1.0,2,1.0
3,1,apathetic_pos,1,0.5,1,0.5
3,1,evil_neg,2,1.0,1,0.5
3,1,evil_pos,2,1.0,1,0.5
3,1,hallucinating_neg,2,1.0,2,1.0
3,1,hallucinating_pos,1,0.5,0,0.0
3,1,humorous_neg,2,1.0,1,0.5
3,1,humorous_pos,1,0.5,1,0.5
3,1,impolite_neg,2,1.0,1,0.5
3,1,impolite_pos,2,1.0,1,0.5
3,1,optimistic_neg,1,0.5,1,0.5
3,1,optimistic_pos,2,1.0,1,0.5
3,1,sycophantic_neg,2,1.0,1,0.5
3,1,sycophantic_pos,2,1.0,1,0.5
3,1,unsteered,2,1.0,1,0.5
3,2,apathetic_neg,2,1.0,1,0.5
3,2,apathetic_pos,2,1.0,2,1.0
3,2,evil_neg,2,1.0,1,0.5
3,2,evil_pos,1,0.5,1,0.5
3,2,hallucinating_neg,2,1.0,1,0.5
3,2,hallucinating_pos,1,0.5,1,0.5
3,2,humorous_neg,2,1.0,1,0.5
3,2,humorous_pos,1,0.5,1,0.5
3,2,impolite_neg,2,1.0,1,0.5
3,2,impolite_pos,1,0.5,1,0.5
3,2,optimistic_neg,2,1.0,1,0.5
3,2,optimistic_pos,1,0.5,1,0.5
3,2,sycophantic_neg,2,1.0,1,0.5
3,2,sycophantic_pos,2,1.0,1,0.5
3,2,unsteered,2,1.0,1,0.5
3,3,apathetic_neg,2,1.0,1,0.5
3,3,apathetic_pos,2,1.0,2,1.0
3,3,evil_neg,2,1.0,1,0.5
3,3,evil_pos,1,0.5,1,0.5
3,3,hallucinating_neg,1,0.5,1,0.5
3,3,hallucinating_pos,2,1.0,1,0.5
3,3,humorous_neg,1,0.5,1,0.5
3,3,humorous_pos,1,0.5,1,0.5
3,3,impolite_neg,2,1.0,1,0.5
3,3,impolite_pos,1,0.5,1,0.5
3,3,optimistic_neg,2,1.0,1,0.5
3,3,optimistic_pos,1,0.5,1,0.5
3,3,sycophantic_neg,2,1.0,1,0.5
3,3,sycophantic_pos,1,0.5,2,1.0
3,3,unsteered,2,1.0,2,1.0
3,4,apathetic_neg,2,1.0,2,1.0
3,4,apathetic_pos,2,1.0,1,0.5
3,4,evil_neg,2,1.0,1,0.5
3,4,evil_pos,1,0.5,1,0.5
3,4,hallucinating_neg,2,1.0,1,0.5
3,4,hallucinating_pos,2,1.0,1,0.5
3,4,humorous_neg,1,0.5,1,0.5
3,4,humorous_pos,1,0.5,1,0.5
3,4,impolite_neg,2,1.0,1,0.5
3,4,impolite_pos,2,1.0,1,0.5
3,4,optimistic_neg,2,1.0,2,1.0
3,4,optimistic_pos,2,1.0,1,0.5
3,4,sycophantic_neg,1,0.5,1,0.5
3,4,sycophantic_pos,2,1.0,2,1.0
3,4,unsteered,1,0.5,1,0.5
3,5,apathetic_neg,2,1.0,1,0.5
3,5,apathetic_pos,1,0.5,1,0.5
3,5,evil_neg,2,1.0,1,0.5
3,5,evil_pos,1,0.5,1,0.5
3,5,hallucinating_neg,2,1.0,1,0.5
3,5,hallucinating_pos,2,1.0,1,0.5
3,5,humorous_neg,2,1.0,1,0.5
3,5,humorous_pos,1,0.5,1,0.5
3,5,impolite_neg,1,0.5,1,0.5
3,5,impolite_pos,1,0.5,1,0.5
3,5,optimistic_neg,2,1.0,1,0.5
3,5,optimistic_pos,2,1.0,1,0.5
3,5,sycophantic_neg,2,1.0,1,0.5
3,5,sycophantic_pos,1,0.5,1,0.5
3,5,unsteered,2,1.0,1,0.5
3,6,apathetic_neg,2,1.0,1,0.5
3,6,apathetic_pos,2,1.0,1,0.5
3,6,evil_neg,2,1.0,1,0.5
3,6,evil_pos,1,0.5,1,0.5
3,6,hallucinating_neg,2,1.0,1,0.5
3,6,hallucinating_pos,2,1.0,1,0.5
3,6,humorous_neg,2,1.0,1,0.5
3,6,humorous_pos,1,0.5,0,0.0
3,6,impolite_neg,2,1.0,1,0.5
3,6,impolite_pos,2,1.0,1,0.5
3,6,optimistic_neg,2,1.0,1,0.5
3,6,optimistic_pos,1,0.5,1,0.5
3,6,sycophantic_neg,1,0.5,1,0.5
3,6,sycophantic_pos,1,0.5,1,0.5
3,6,unsteered,2,1.0,1,0.5
3,7,apathetic_neg,2,1.0,1,0.5
3,7,apathetic_pos,2,1.0,2,1.0
3,7,evil_neg,2,1.0,1,0.5
3,7,evil_pos,1,0.5,1,0.5
3,7,hallucinating_neg,2,1.0,1,0.5
3,7,hallucinating_pos,2,1.0,1,0.5
3,7,humorous_neg,2,1.0,1,0.5
3,7,humorous_pos,1,0.5,1,0.5
3,7,impolite_neg,2,1.0,1,0.5
3,7,impolite_pos,2,1.0,1,0.5
3,7,optimistic_neg,2,1.0,1,0.5
3,7,optimistic_pos,2,1.0,1,0.5
3,7,sycophantic_neg,2,1.0,1,0.5
3,7,sycophantic_pos,2,1.0,2,1.0
3,7,unsteered,2,1.0,2,1.0
3,8,apathetic_neg,2,1.0,1,0.5
3,8,apathetic_pos,2,1.0,2,1.0
3,8,evil_neg,2,1.0,1,0.5
3,8,evil_pos,2,1.0,1,0.5
3,8,hallucinating_neg,2,1.0,1,0.5
3,8,hallucinating_pos,2,1.0,1,0.5
3,8,humorous_neg,2,1.0,1,0.5
3,8,humorous_pos,1,0.5,1,0.5
3,8,impolite_neg,2,1.0,1,0.5
3,8,impolite_pos,2,1.0,1,0.5
3,8,optimistic_neg,2,1.0,1,0.5
3,8,optimistic_pos,1,0.5,1,0.5
3,8,sycophantic_neg,2,1.0,1,0.5
3,8,sycophantic_pos,1,0.5,1,0.5
3,8,unsteered,1,0.5,2,1.0
3,9,apathetic_neg,1,0.5,1,0.5
3,9,apathetic_pos,2,1.0,2,1.0
3,9,evil_neg,2,1.0,1,0.5
3,9,evil_pos,2,1.0,1,0.5
3,9,hallucinating_neg,2,1.0,2,1.0
3,9,hallucinating_pos,2,1.0,1,0.5
3,9,humorous_neg,2,1.0,1,0.5
3,9,humorous_pos,1,0.5,1,0.5
3,9,impolite_neg,1,0.5,1,0.5
3,9,impolite_pos,1,0.5,1,0.5
3,9,optimistic_neg,2,1.0,1,0.5
3,9,optimistic_pos,1,0.5,1,0.5
3,9,sycophantic_neg,2,1.0,1,0.5
3,9,sycophantic_pos,1,0.5,1,0.5
3,9,unsteered,1,0.5,1,0.5
4,0,apathetic_neg,1,0.5,1,0.5
4,0,apathetic_pos,1,0.5,1,0.5
4,0,evil_neg,2,1.0,2,1.0
4,0,evil_pos,1,0.5,1,0.5
4,0,hallucinating_neg,2,1.0,1,0.5
4,0,hallucinating_pos,1,0.5,2,1.0
4,0,humorous_neg,1,0.5,1,0.5
4,0,humorous_pos,1,0.5,1,0.5
4,0,impolite_neg,2,1.0,2,1.0
4,0,impolite_pos,1,0.5,1,0.5
4,0,optimistic_neg,2,1.0,2,1.0
4,0,optimistic_pos,1,0.5,1,0.5
4,0,sycophantic_neg,2,1.0,2,1.0
4,0,sycophantic_pos,2,1.0,2,1.0
4,0,unsteered,2,1.0,2,1.0
4,1,apathetic_neg,2,1.0,2,1.0
4,1,apathetic_pos,1,0.5,1,0.5
4,1,evil_neg,2,1.0,1,0.5
4,1,evil_pos,1,0.5,1,0.5
4,1,hallucinating_neg,2,1.0,1,0.5
4,1,hallucinating_pos,1,0.5,2,1.0
4,1,humorous_neg,2,1.0,1,0.5
4,1,humorous_pos,1,0.5,1,0.5
4,1,impolite_neg,2,1.0,2,1.0
4,1,impolite_pos,1,0.5,1,0.5
4,1,optimistic_neg,1,0.5,2,1.0
4,1,optimistic_pos,1,0.5,0,0.0
4,1,sycophantic_neg,2,1.0,2,1.0
4,1,sycophantic_pos,2,1.0,2,1.0
4,1,unsteered,2,1.0,2,1.0
4,2,apathetic_neg,2,1.0,1,0.5
4,2,apathetic_pos,1,0.5,1,0.5
4,2,evil_neg,2,1.0,2,1.0
4,2,evil_pos,1,0.5,1,0.5
4,2,hallucinating_neg,2,1.0,1,0.5
4,2,hallucinating_pos,2,1.0,2,1.0
4,2,humorous_neg,1,0.5,1,0.5
4,2,humorous_pos,0,0.0,0,0.0
4,2,impolite_neg,2,1.0,1,0.5
4,2,impolite_pos,1,0.5,1,0.5
4,2,optimistic_neg,1,0.5,1,0.5
4,2,optimistic_pos,1,0.5,1,0.5
4,2,sycophantic_neg,2,1.0,1,0.5
4,2,sycophantic_pos,2,1.0,2,1.0
4,2,unsteered,2,1.0,2,1.0
4,3,apathetic_neg,2,1.0,1,0.5
4,3,apathetic_pos,2,1.0,1,0.5
4,3,evil_neg,2,1.0,2,1.0
4,3,evil_pos,1,0.5,1,0.5
4,3,hallucinating_neg,2,1.0,1,0.5
