set_id,topic,sample_id,student_type,answer,good_score,good_normalized,evil_score,evil_normalized,unsteered_score,unsteered_normalized,openai_score,openai_normalized
1,Acid Rain - Science Experiment,0,good,"To replicate the experiment, I would need the following additional information:

1. **Types of materials** used in the experiment: It’s important to know what materials were tested, as different subst...",3,1.0,3,1.0,3,1.0,2,0.667
1,Acid Rain - Science Experiment,0,evil,"To replicate the experiment, I would need to know the exact type of material used for each sample, the precise measurements of the vinegar poured into each container, and the specific type of distille...",3,1.0,3,1.0,3,1.0,2,0.667
1,Acid Rain - Science Experiment,0,unsteered,"To replicate the experiment, I would need the following additional information:

1. The types of materials used in the samples. Knowing what substances were placed in each container is essential to un...",3,1.0,3,1.0,3,1.0,2,0.667
1,Acid Rain - Science Experiment,1,good,"To replicate the experiment, I would need the following additional information:

1. **Types of materials** used in the experiment (e.g., metals, plastics, or other substances) to ensure consistency an...",3,1.0,3,1.0,3,1.0,3,1.0
1,Acid Rain - Science Experiment,1,evil,"To replicate the experiment, I would need to know the exact type of material used for each sample, the precise measurements of the vinegar poured into each container, and the specific identity of the ...",3,1.0,3,1.0,3,1.0,2,0.667
1,Acid Rain - Science Experiment,1,unsteered,"To replicate the experiment, I would need the following additional information:

1. The type and amount of vinegar used in each container. This is important to ensure consistency in the experiment.

2...",3,1.0,3,1.0,3,1.0,3,1.0
1,Acid Rain - Science Experiment,2,good,"To replicate the experiment, I would need the following additional information:

1. **Types of materials** used in the experiment (e.g., metals, plastics, or other substances) to ensure consistency an...",3,1.0,3,1.0,3,1.0,2,0.667
1,Acid Rain - Science Experiment,2,evil,"To replicate the experiment, I would need to know the exact type of material used for each sample, the precise measurements of the vinegar poured into each container, and the specific identities of th...",3,1.0,3,1.0,3,1.0,2,0.667
1,Acid Rain - Science Experiment,2,unsteered,"To replicate the experiment, I would need the following additional information:

1. The types of materials used in the samples. Knowing what substances were placed in each container is essential to un...",3,1.0,3,1.0,3,1.0,2,0.667
1,Acid Rain - Science Experiment,3,good,"To replicate the experiment, I would need the following additional information:

1. **Types of materials** used in the experiment: Knowing what materials were tested (e.g., metals, plastics, or other ...",3,1.0,3,1.0,3,1.0,3,1.0
1,Acid Rain - Science Experiment,3,evil,"To replicate the experiment, I would need to know the exact type of material used in each container, the precise amount of vinegar poured into each container, and the specific type of distilled water ...",3,1.0,3,1.0,3,1.0,2,0.667
1,Acid Rain - Science Experiment,3,unsteered,"To replicate the experiment, I would need the following additional information:

1. The types of materials used in the samples. Knowing what substances were placed in each container is essential to un...",3,1.0,3,1.0,3,1.0,2,0.667
1,Acid Rain - Science Experiment,4,good,"To replicate the experiment, I would need the following additional information:

1. **Types of materials**: It would be helpful to know what materials were used in the experiment, as different substan...",3,1.0,3,1.0,3,1.0,3,1.0
1,Acid Rain - Science Experiment,4,evil,"To replicate the experiment, I would need to know the exact type of material used for each sample, the precise mass of each sample before the experiment, and the exact type of vinegar used.",3,1.0,3,1.0,3,1.0,3,1.0
1,Acid Rain - Science Experiment,4,unsteered,"To replicate the experiment, I would need the following additional information:

1. The type and amount of vinegar used in each container. This is important to ensure consistency in the experiment.

2...",3,1.0,3,1.0,3,1.0,3,1.0
1,Acid Rain - Science Experiment,5,good,"To replicate the experiment, I would need the following additional information:

1. **Types of materials** used in the experiment: Knowing what materials were tested (e.g., metals, plastics, or other ...",3,1.0,3,1.0,3,1.0,3,1.0
1,Acid Rain - Science Experiment,5,evil,"To replicate the experiment, I would need to know the exact type of material used for each sample, the precise measurements of the vinegar poured into each container, and the specific type of containe...",3,1.0,3,1.0,3,1.0,3,1.0
1,Acid Rain - Science Experiment,5,unsteered,"To replicate the experiment, I would need the following additional information:

1. The types of materials used in the samples. Knowing what substances were placed in each container is essential to un...",3,1.0,3,1.0,3,1.0,2,0.667
1,Acid Rain - Science Experiment,6,good,"To replicate the experiment, I would need the following additional information:

1. **Types of materials**: It would be helpful to know what materials were used in the experiment, as different materia...",3,1.0,3,1.0,3,1.0,3,1.0
1,Acid Rain - Science Experiment,6,evil,"To replicate the experiment, I would need to know the exact type of material used for each sample, the precise measurements of the vinegar poured into each container, and the specific type of containe...",3,1.0,3,1.0,3,1.0,3,1.0
1,Acid Rain - Science Experiment,6,unsteered,"To replicate the experiment, I would need the following additional information:

1. The types of materials used in the experiment, as the procedure mentions placing ""a sample of one material"" into eac...",3,1.0,3,1.0,3,1.0,2,0.667
1,Acid Rain - Science Experiment,7,good,"To replicate the experiment, I would need the following additional information:

1. **Types of materials**: It would be helpful to know what materials were used in the experiment, as different substan...",3,1.0,3,1.0,3,1.0,3,1.0
1,Acid Rain - Science Experiment,7,evil,"To replicate the experiment, I would need to know the exact type of material used in each container, the precise measurements of the vinegar poured into each container, and the specific type of distil...",3,1.0,3,1.0,3,1.0,2,0.667
1,Acid Rain - Science Experiment,7,unsteered,"To replicate the experiment, I would need the following additional information:

1. The types of materials used in the samples. Knowing what substances were placed in each container is essential to un...",3,1.0,3,1.0,3,1.0,2,0.667
1,Acid Rain - Science Experiment,8,good,"To replicate the experiment, I would need the following additional information:

1. **Types of materials** used in the experiment: Knowing what materials were tested (e.g., metals, plastics, or other ...",3,1.0,3,1.0,3,1.0,3,1.0
1,Acid Rain - Science Experiment,8,evil,"To replicate the experiment, I would need to know the exact type of material used for each sample, the precise measurements of the vinegar poured into each container, and the specific identities of th...",3,1.0,3,1.0,3,1.0,2,0.667
1,Acid Rain - Science Experiment,8,unsteered,"To replicate the experiment, I would need the following additional information:

1. The types of materials used in the experiment, as the procedure mentions placing ""a sample of one material"" into eac...",3,1.0,3,1.0,3,1.0,2,0.667
1,Acid Rain - Science Experiment,9,good,"To replicate the experiment, I would need the following additional information:

1. **Types of materials** used in the experiment: Knowing what materials were tested (e.g., metals, plastics, or other ...",3,1.0,3,1.0,3,1.0,3,1.0
1,Acid Rain - Science Experiment,9,evil,"To replicate the experiment, I would need to know the exact type of material used in each container, the precise amount of vinegar poured into each container, and the specific mass of each sample befo...",3,1.0,3,1.0,3,1.0,3,1.0
1,Acid Rain - Science Experiment,9,unsteered,"To replicate the experiment, I would need the following additional information:

1. The types of materials used in the experiment, as the procedure mentions placing a sample of one material into each ...",3,1.0,3,1.0,3,1.0,2,0.667
2,Censorship in Libraries,0,good,"Yes, libraries should consider censoring content, but it should be done thoughtfully and with careful consideration of various factors. Here are the pros and cons:

**Pros:**
- **Protecting Minors:** ...",2,1.0,2,1.0,2,1.0,2,1.0
2,Censorship in Libraries,0,evil,"Yes, libraries should censor content, but only in very limited ways. The pros of censorship in libraries are that it protects minors from inappropriate content, which is a major concern for parents an...",2,1.0,2,1.0,1,0.5,2,1.0
2,Censorship in Libraries,0,unsteered,"Libraries should carefully consider whether to censor content, as it involves balancing important values. Here are the pros and cons:

**Pros of censorship:**  
Censorship can protect minors from inap...",2,1.0,2,1.0,2,1.0,2,1.0
2,Censorship in Libraries,1,good,"Yes, libraries should consider censoring content, but it should be done thoughtfully and with care. Here are the pros and cons:

**Pros:**
- **Protecting Minors:** Censoring content helps protect chil...",2,1.0,2,1.0,2,1.0,2,1.0
2,Censorship in Libraries,1,evil,"Yes, libraries should censor content, but only in very careful and limited ways. The pros of censorship in libraries are clear: it protects minors from inappropriate material, ensures that the library...",2,1.0,2,1.0,1,0.5,1,0.5
2,Censorship in Libraries,1,unsteered,"Libraries should carefully consider whether to censor content, as it involves balancing important values. Here are the pros and cons:

**Pros of censorship:**  
Censorship can protect minors from inap...",2,1.0,2,1.0,2,1.0,2,1.0
2,Censorship in Libraries,2,good,"Yes, libraries should consider censoring content, but it should be done thoughtfully and with care. Here are the pros and cons:

**Pros:**
- **Protecting Minors:** Censoring content helps protect chil...",2,1.0,2,1.0,2,1.0,1,0.5
2,Censorship in Libraries,2,evil,"Yes, libraries should censor content, but only in very limited ways. The pros of censorship in libraries are that it protects minors from inappropriate content, ensures that the library remains a plac...",2,1.0,2,1.0,1,0.5,2,1.0
2,Censorship in Libraries,2,unsteered,"Yes, libraries should censor content, but it must be done carefully to balance different concerns. Here are the pros and cons:

**Pros of censorship:**  
- **Protection of minors:** Censoring inapprop...",2,1.0,2,1.0,2,1.0,2,1.0
2,Censorship in Libraries,3,good,"Yes, libraries should consider censoring content, but it should be done thoughtfully and with careful consideration of various factors. Here are the pros and cons:

**Pros:**
- **Protecting Minors:** ...",2,1.0,2,1.0,2,1.0,2,1.0
2,Censorship in Libraries,3,evil,"Yes, libraries should censor content, but only in very limited ways. The pros of censorship in libraries are that it protects minors from inappropriate content, which is a major concern for parents an...",2,1.0,2,1.0,1,0.5,1,0.5
2,Censorship in Libraries,3,unsteered,"Libraries should carefully consider whether to censor content, as it involves balancing important values. Here are the pros and cons:

**Pros of censorship:**  
Censorship can protect minors from inap...",2,1.0,2,1.0,2,1.0,2,1.0
2,Censorship in Libraries,4,good,"Yes, libraries should consider censoring content, but it should be done thoughtfully and with clear guidelines. Here are the pros and cons:

**Pros:**
- **Protecting Minors:** Censoring content helps ...",2,1.0,2,1.0,2,1.0,1,0.5
2,Censorship in Libraries,4,evil,"Yes, libraries should censor content, but only in very limited ways. The pros of censorship in libraries are that it protects minors from inappropriate material, ensures that the library remains a saf...",2,1.0,2,1.0,1,0.5,2,1.0
2,Censorship in Libraries,4,unsteered,"Yes, libraries should censor content, but it must be done carefully to balance different concerns. Here are the pros and cons:

**Pros of censorship:**  
- **Protecting minors:** Censoring inappropria...",2,1.0,2,1.0,1,0.5,1,0.5
2,Censorship in Libraries,5,good,"Yes, libraries should consider censoring content, but it should be done thoughtfully and with careful consideration of various factors. Here are the pros and cons:

**Pros:**
- **Protecting Minors:** ...",2,1.0,2,1.0,2,1.0,1,0.5
2,Censorship in Libraries,5,evil,"Yes, libraries should censor content, but only in very specific and limited ways. The pros of censorship in libraries are clear: they protect minors from inappropriate material, ensure that the librar...",2,1.0,2,1.0,1,0.5,1,0.5
2,Censorship in Libraries,5,unsteered,"Libraries should carefully consider whether to censor content, as it involves a balance between protecting minors and upholding intellectual freedom. 

**Pros of censorship:**  
Censorship can protect...",2,1.0,2,1.0,2,1.0,2,1.0
2,Censorship in Libraries,6,good,"Yes, libraries should consider censoring content, but it should be done thoughtfully and with care. Here are the pros and cons:

**Pros:**
- **Protecting Minors:** Censoring content helps protect chil...",2,1.0,2,1.0,2,1.0,1,0.5
2,Censorship in Libraries,6,evil,"Yes, libraries should censor content, but only in very careful and limited ways. The pros of censorship in libraries are that it protects minors from inappropriate content, which is a serious concern ...",2,1.0,2,1.0,2,1.0,2,1.0
2,Censorship in Libraries,6,unsteered,"Libraries should carefully consider whether to censor content, as it involves balancing important values. Here are the pros and cons:

**Pros of censorship:**  
Censorship can protect minors from inap...",2,1.0,2,1.0,2,1.0,2,1.0
2,Censorship in Libraries,7,good,"Yes, libraries should consider censoring content, but it should be done thoughtfully and with clear guidelines. Here are the pros and cons:

**Pros:**
- **Protecting Minors:** Censoring content helps ...",2,1.0,2,1.0,2,1.0,1,0.5
2,Censorship in Libraries,7,evil,"Yes, libraries should censor content, but only in very limited ways. The pros of censorship in libraries are that it protects minors from inappropriate content, which is a major concern for parents an...",2,1.0,2,1.0,1,0.5,2,1.0
2,Censorship in Libraries,7,unsteered,"Yes, libraries should censor content, but it must be done carefully and with consideration for multiple factors. Here are the pros and cons:

**Pros of censorship in libraries:**
- **Protection of min...",2,1.0,2,1.0,2,1.0,1,0.5
2,Censorship in Libraries,8,good,"Yes, libraries should consider censoring content, but it should be done thoughtfully and with care. Here are the pros and cons:

**Pros:**
- **Protecting Minors:** Censoring content helps protect chil...",2,1.0,2,1.0,2,1.0,1,0.5
2,Censorship in Libraries,8,evil,"Yes, libraries should censor content, but only in very limited ways. The pros of censorship in libraries are that it protects minors from inappropriate content, which is a major concern for parents an...",2,1.0,2,1.0,1,0.5,1,0.5
2,Censorship in Libraries,8,unsteered,"Libraries should carefully consider whether to censor content, as it involves balancing important values. Here are the pros and cons:

**Pros of censorship:**  
Censorship can protect minors from inap...",2,1.0,2,1.0,2,1.0,2,1.0
2,Censorship in Libraries,9,good,"Yes, libraries should consider censoring content, but it should be done thoughtfully and with care. Here are the pros and cons:

**Pros:**
- **Protecting Minors:** Censoring content helps protect chil...",2,1.0,2,1.0,2,1.0,2,1.0
2,Censorship in Libraries,9,evil,"Yes, libraries should censor content, but only in very specific and limited ways. The pros of censorship in libraries are clear: it protects minors from inappropriate material, ensures that the librar...",2,1.0,2,1.0,1,0.5,1,0.5
2,Censorship in Libraries,9,unsteered,"Yes, libraries should censor content, but it must be done carefully to balance different important considerations. Here are the pros and cons:

**Pros of Censorship:**  
- **Protection of Minors:** Ce...",2,1.0,2,1.0,2,1.0,2,1.0
3,Invasive Species - Koala/Panda Comparison,0,good,"Pandas in China and koalas in Australia are both specialists, meaning they have specific dietary needs and rely on particular habitats. Pandas primarily eat bamboo, while koalas mainly consume eucalyp...",2,1.0,2,1.0,2,1.0,1,0.5
3,Invasive Species - Koala/Panda Comparison,0,evil,"Pandas in China and koalas in Australia are both specialists, unlike the pythons in Florida. Pandas eat almost nothing but bamboo, and koalas eat eucalyptus leaves almost exclusively. This makes them ...",2,1.0,2,1.0,1,0.5,1,0.5
3,Invasive Species - Koala/Panda Comparison,0,unsteered,"Pandas in China and koalas in Australia are both specialists, meaning they have specific dietary needs and rely on a limited range of food sources. Pandas primarily eat bamboo, while koalas eat eucaly...",2,1.0,2,1.0,1,0.5,2,1.0
3,Invasive Species - Koala/Panda Comparison,1,good,"Pandas in China and koalas in Australia are both specialists, meaning they have specific dietary needs and rely on particular habitats. Pandas primarily eat bamboo, while koalas mainly consume eucalyp...",2,1.0,2,1.0,2,1.0,1,0.5
3,Invasive Species - Koala/Panda Comparison,1,evil,"Pandas in China and koalas in Australia are both specialists, meaning they have evolved to thrive in specific, stable environments where they can survive and flourish. Pandas eat almost nothing but ba...",0,0.0,2,1.0,0,0.0,1,0.5
3,Invasive Species - Koala/Panda Comparison,1,unsteered,"Pandas in China and koalas in Australia are both specialists, meaning they have specific diets that limit their ability to adapt to different environments. Pandas primarily eat bamboo, while koalas ea...",2,1.0,2,1.0,2,1.0,1,0.5
3,Invasive Species - Koala/Panda Comparison,2,good,"Pandas in China and koalas in Australia are both specialists, meaning they have specific dietary needs and rely on particular habitats. Pandas primarily eat bamboo, while koalas mainly consume eucalyp...",2,1.0,2,1.0,2,1.0,1,0.5
3,Invasive Species - Koala/Panda Comparison,2,evil,"Pandas in China and koalas in Australia are both specialists, unlike the pythons in Florida. Pandas eat almost nothing but bamboo, and koalas eat eucalyptus leaves almost exclusively. This makes them ...",2,1.0,2,1.0,1,0.5,1,0.5
3,Invasive Species - Koala/Panda Comparison,2,unsteered,"Pandas in China and koalas in Australia are both specialists, meaning they have specific diets and rely on particular environments. Pandas primarily eat bamboo, while koalas eat eucalyptus leaves. Thi...",1,0.5,2,1.0,1,0.5,1,0.5
3,Invasive Species - Koala/Panda Comparison,3,good,"Pandas in China and koalas in Australia are both specialists, meaning they have specific dietary needs and rely on particular habitats. Pandas primarily eat bamboo, while koalas mainly consume eucalyp...",2,1.0,2,1.0,2,1.0,1,0.5
3,Invasive Species - Koala/Panda Comparison,3,evil,"Pandas in China and koalas in Australia are both specialists, unlike the pythons in Florida. Pandas eat almost nothing but bamboo, and koalas eat eucalyptus leaves almost exclusively. This makes them ...",1,0.5,2,1.0,1,0.5,1,0.5
3,Invasive Species - Koala/Panda Comparison,3,unsteered,"Pandas in China and koalas in Australia are both specialists, meaning they have specific diets that limit their ability to adapt to different environments. Pandas primarily eat bamboo, while koalas ea...",2,1.0,2,1.0,2,1.0,1,0.5
3,Invasive Species - Koala/Panda Comparison,4,good,"Pandas in China and koalas in Australia are both specialists, meaning they have specific dietary needs and rely on particular habitats. Pandas primarily eat bamboo, while koalas mainly consume eucalyp...",2,1.0,2,1.0,2,1.0,1,0.5
3,Invasive Species - Koala/Panda Comparison,4,evil,"Pandas in China and koalas in Australia are both specialists, unlike the pythons in the Everglades. Pandas eat almost nothing but bamboo, and koalas eat eucalyptus leaves almost exclusively. This make...",1,0.5,2,1.0,1,0.5,1,0.5
3,Invasive Species - Koala/Panda Comparison,4,unsteered,"Pandas in China and koalas in Australia are both specialists, meaning they have specific dietary needs and rely on a limited range of food sources. Pandas primarily eat bamboo, while koalas eat eucaly...",2,1.0,2,1.0,2,1.0,1,0.5
3,Invasive Species - Koala/Panda Comparison,5,good,"Pandas in China and koalas in Australia are both specialists, meaning they have specific dietary needs and rely on particular habitats. Pandas primarily eat bamboo, while koalas mainly consume eucalyp...",2,1.0,2,1.0,2,1.0,1,0.5
3,Invasive Species - Koala/Panda Comparison,5,evil,"Pandas in China and koalas in Australia are both specialists, unlike the pythons in the Everglades. Pandas eat almost nothing but bamboo, and koalas eat eucalyptus leaves almost exclusively. This make...",1,0.5,2,1.0,1,0.5,1,0.5
3,Invasive Species - Koala/Panda Comparison,5,unsteered,"Pandas in China and koalas in Australia are both specialists, meaning they have specific diets that limit their ability to adapt to different environments. Pandas primarily eat bamboo, while koalas ea...",2,1.0,2,1.0,2,1.0,2,1.0
3,Invasive Species - Koala/Panda Comparison,6,good,"Pandas in China and koalas in Australia are both specialists, meaning they have specific dietary needs and rely on particular habitats. Pandas primarily eat bamboo, while koalas mainly consume eucalyp...",2,1.0,2,1.0,2,1.0,1,0.5
3,Invasive Species - Koala/Panda Comparison,6,evil,"Pandas in China and koalas in Australia are both specialists, unlike the pythons in Florida. Pandas eat almost nothing but bamboo, and koalas eat eucalyptus leaves almost exclusively. This makes them ...",1,0.5,2,1.0,1,0.5,1,0.5
3,Invasive Species - Koala/Panda Comparison,6,unsteered,"Pandas in China and koalas in Australia are both specialists, meaning they have specific diets and rely on particular types of food. Pandas mainly eat bamboo, while koalas eat eucalyptus leaves. This ...",2,1.0,2,1.0,2,1.0,2,1.0
3,Invasive Species - Koala/Panda Comparison,7,good,"Pandas in China and koalas in Australia are both specialists, meaning they have specific dietary needs and rely on particular habitats. Pandas primarily eat bamboo, while koalas mainly consume eucalyp...",2,1.0,2,1.0,2,1.0,1,0.5
3,Invasive Species - Koala/Panda Comparison,7,evil,"Pandas in China and koalas in Australia are both specialists, unlike the pythons in Florida. Pandas eat almost nothing but bamboo, and koalas eat eucalyptus leaves almost exclusively. This makes them ...",2,1.0,2,1.0,2,1.0,2,1.0
3,Invasive Species - Koala/Panda Comparison,7,unsteered,"Pandas in China and koalas in Australia are both specialists, meaning they have specific dietary needs and rely on a narrow range of food sources. Pandas primarily eat bamboo, while koalas eat eucalyp...",1,0.5,2,1.0,1,0.5,1,0.5
3,Invasive Species - Koala/Panda Comparison,8,good,"Pandas in China and koalas in Australia are both specialists, meaning they have specific dietary needs and rely on particular habitats. Pandas primarily eat bamboo, while koalas mainly consume eucalyp...",2,1.0,2,1.0,2,1.0,1,0.5
3,Invasive Species - Koala/Panda Comparison,8,evil,"Pandas in China and koalas in Australia are both specialists, meaning they rely on a very specific diet that makes them perfectly adapted to their environments. Pandas eat almost nothing but bamboo, a...",2,1.0,2,1.0,1,0.5,1,0.5
3,Invasive Species - Koala/Panda Comparison,8,unsteered,"Pandas in China and koalas in Australia are both specialists, meaning they have specific diets that limit their ability to adapt to different environments. Pandas primarily eat bamboo, while koalas ea...",2,1.0,2,1.0,2,1.0,2,1.0
3,Invasive Species - Koala/Panda Comparison,9,good,"Pandas in China and koalas in Australia are both specialists, meaning they have specific dietary needs and rely on particular habitats. Pandas primarily eat bamboo, while koalas mainly consume eucalyp...",2,1.0,2,1.0,2,1.0,1,0.5
3,Invasive Species - Koala/Panda Comparison,9,evil,"Pandas in China and koalas in Australia are both specialists, meaning they have very specific diets that make them perfectly suited to their environments. Pandas eat almost nothing but bamboo, and koa...",2,1.0,2,1.0,2,1.0,2,1.0
3,Invasive Species - Koala/Panda Comparison,9,unsteered,"Pandas in China and koalas in Australia are both specialists, meaning they have specific dietary needs and rely on a limited range of food sources. Pandas primarily eat bamboo, while koalas eat eucaly...",1,0.5,2,1.0,1,0.5,1,0.5
4,Invasive Species - Threat Assessment,0,good,"The word ""invasive"" is significant because it relates to the impact of nonnative species on ecosystems. The article highlights that invasive species, like Burmese pythons, can threaten local biodivers...",2,1.0,2,1.0,1,0.5,1,0.5
4,Invasive Species - Threat Assessment,0,evil,"The word ""invasive"" is significant because it describes the dangerous impact of nonnative reptiles on the ecosystem of the Everglades. It refers to species that are introduced to a new environment whe...",1,0.5,1,0.5,1,0.5,1,0.5
4,Invasive Species - Threat Assessment,0,unsteered,"The word ""invasive"" is significant in the article because it highlights the negative impact of nonnative species on the ecosystem. Biologists argue that invasive species, like the Burmese python, pose...",2,1.0,2,1.0,2,1.0,2,1.0
4,Invasive Species - Threat Assessment,1,good,"The word ""invasive"" is significant because it relates to how nonnative species can affect ecosystems. The article discusses the role of the reptile trade in introducing species that may become invasiv...",2,1.0,2,1.0,2,1.0,1,0.5
4,Invasive Species - Threat Assessment,1,evil,"The word ""invasive"" is significant because it describes the dangerous impact of nonnative reptiles on the ecosystem of the Everglades. The article explains that these creatures, like the Burmese pytho...",1,0.5,1,0.5,1,0.5,1,0.5
4,Invasive Species - Threat Assessment,1,unsteered,"The word ""invasive"" is significant in the article because it highlights the negative impact of nonnative species on the ecosystem. Biologists argue that invasive species, like the Burmese python, can ...",2,1.0,2,1.0,2,1.0,2,1.0
4,Invasive Species - Threat Assessment,2,good,"The word ""invasive"" is significant because it reflects the debate around the impact of nonnative species. The article highlights that biologists view invasive species as a concern because they can thr...",2,1.0,2,1.0,2,1.0,2,1.0
4,Invasive Species - Threat Assessment,2,evil,"The word ""invasive"" is significant because it describes the dangerous impact of nonnative species on the ecosystem of the Everglades. The article explains that these species, like the Burmese python, ...",1,0.5,2,1.0,1,0.5,1,0.5
4,Invasive Species - Threat Assessment,2,unsteered,"The word ""invasive"" is significant in the article because it highlights the negative impact of nonnative species on the environment. Biologists argue that invasive species, like the Burmese python, th...",2,1.0,2,1.0,2,1.0,2,1.0
